epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,158.16,0.51207,2.27871,1.01283,0.98325,0.4812,0.84049,0.72044,0.58729,2.94718,1.17739,0.00023338,0.00023338,0.00023338
